,Orden original,Comisión,Congresistas,Cargo,Bancada,Sesión,Fecha,Asistencia,Licencia,Inas. Just.,Inas. Inj.,
28,8445,DESCENTRALIZACIÓN,"Paredes Fonseca, Karol Ivett",Titular,Acción Popular,,,1,,,,ASISTENCIA DESCENTRALIZACIÓN 2021-2022 - Conjunta Octubre 2021 .xlsx
14,8642,Ética Parlamentaria,"PAREDES FONSECA, Karol Ivett",Presidenta,Acción Popular,9NA SO,07.02.2022,1,,,,Asistencia 9NA ORDINARIA ÉTICA PARLAMENTARIA 07.02.2022.xlsx
27,8714,DESCENTRALIZACIÓN,"Paredes Fonseca, Karol Ivett",Titular,Acción Popular,,,1,,,,ASISTENCIA DESCENTRALIZACIÓN 2021-2022 - setiembre.xlsx
28,8768,DESCENTRALIZACIÓN,"Paredes Fonseca, Karol Ivett",Titular,Acción Popular,,,1,,,,ASISTENCIA DESCENTRALIZACIÓN 2021-2022 - Febrero 2022.xlsx
14,8848,Ética Parlamentaria,"PAREDES FONSECA, Karol Ivett",Presidenta,Acción Popular,13VA SO,25.04.2022,1,,,,Asistencia 13VA ORDINARIA ÉTICA PARLAMENTARIA 25.04.2022.xlsx
27,8902,DESCENTRALIZACIÓN,"Paredes Fonseca, Karol Ivett",Titular,Acción Popular,,,1,,,,ASISTENCIA DESCENTRALIZACIÓN 2021-2022 - Diciembre 2021.xlsx
27,9504,DESCENTRALIZACIÓN,"Paredes Fonseca, Karol Ivett",Titular,Acción Popular,,,1,,,,ASISTENCIA DESCENTRALIZACIÓN 2021-2022 - Abril 2022.xlsx
14,10584,Ética Parlamentaria,"PAREDES FONSECA, Karol Ivett",Presidenta,Acción Popular,1ra. S. O.,27.09.2021,1,,,,Asistencia 1RA ORDINARIA ÉTICA PARLAMENTARIA 27.09.2021.xlsx
14,10830,Ética Parlamentaria,"PAREDES FONSECA, Karol Ivett",Presidenta,Acción Popular,1ra. S. Ext,17.09.2021,1,,,,Asistencia 1RA EXTRAORDINARIA ÉTICA PARLAMENTARIA 17.09.2021.xlsx
14,11111,Ética Parlamentaria,"PAREDES FONSECA, Karol Ivett",Presidenta,Acción Popular,3era SO,08.11.2021,1,,,,Asistencia 3ERA ORDINARIA ÉTICA PARLAMENTARIA 08.11.2021.xlsx
14,11314,Ética Parlamentaria,"PAREDES FONSECA, Karol Ivett",Presidenta,Acción Popular,10MA SO,14.02.2022,1,,,,Asistencia 10MA ORDINARIA ÉTICA PARLAMENTARIA 14.02.2022.xlsx
14,11656,Ética Parlamentaria,"PAREDES FONSECA, Karol Ivett",Presidenta,Acción Popular,19NA,11.07.2022,,1,,,Asistencia 19NA ORDINARIA ÉTICA PARLAMENTARIA 11.07.2022.xlsx
14,12175,Ética Parlamentaria,"PAREDES FONSECA, Karol Ivett",Presidenta,Acción Popular,6TA SO,13.12.2021,1,,,,Asistencia 6TA ORDINARIA ÉTICA PARLAMENTARIA 13.12.2021.xlsx
14,12625,Ética Parlamentaria,"PAREDES FONSECA, Karol Ivett",Presidenta,Acción Popular,7MA SO,10.01.2022,1,,,,Asistencia 7MA ORDINARIA ÉTICA PARLAMENTARIA 10.01.2022.xlsx
14,13202,Ética Parlamentaria,"PAREDES FONSECA, Karol Ivett",Presidenta,Acción Popular,14VA SO,09.05.2022,1,,,,Asistencia 14VA ORDINARIA ÉTICA PARLAMENTARIA 09.05.2022.xlsx
27,13687,DESCENTRALIZACIÓN,"Paredes Fonseca, Karol Ivett",Titular,Acción Popular,,,1,,,,ASISTENCIA DESCENTRALIZACIÓN - INSTALACION agosto 2021-2022.xlsx
14,14347,Ética Parlamentaria,"PAREDES FONSECA, Karol Ivett",Presidenta,Acción Popular,5TA SO,06.12.2021,1,,,,Asistencia 5TA ORDINARIA ÉTICA PARLAMENTARIA 06.12.2021.xlsx
14,14936,Ética Parlamentaria,"PAREDES FONSECA, Karol Ivett",Presidenta,Acción Popular,15VA SO,23.05.2022,1,,,,Asistencia 15VA ORDINARIA ÉTICA PARLAMENTARIA 23.05.2022.xlsx
28,15242,DESCENTRALIZACIÓN,"Paredes Fonseca, Karol Ivett",Titular,Acción Popular,,,1,,,,ASISTENCIA DESCENTRALIZACIÓN 2021-2022 - Enero 2022.xlsx
14,15611,Ética Parlamentaria,"PAREDES FONSECA, Karol Ivett",Presidenta,Acción Popular,2da. S.O.,04.10.2021,1,,,,Asistencia 2DA ORDINARIA ÉTICA PARLAMENTARIA 04.10.2021.xlsx
28,16588,DESCENTRALIZACIÓN,"Paredes Fonseca, Karol Ivett",Titular,Acción Popular,,,1,,,,ASISTENCIA DESCENTRALIZACIÓN 2021-2022 - Octubre 2021.xlsx
28,16989,DESCENTRALIZACIÓN,"Paredes Fonseca, Karol Ivett",Titular,Acción Popular,,,1,,,,ASISTENCIA DESCENTRALIZACIÓN 2021-2022 - Noviembre 2021.xlsx
36,4304,Defensor del Pueblo,"PAREDES FONSECA, KAROL IVETTE",Suplente,Acción Popular,,,1,,,,CR CEDP1 SI 30.03.22 VCV OK.xlsx
44,1023,TRABAJO,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,V Extraordin,2021-12-17 00:00:00,X,,,,V Sesión Extraordin 17 Diciembre 2021.xlsx
44,1230,TRABAJO,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,,,X,,,,XIII Sesión Extraord 3 junio 2022.xlsx
44,2260,TRABAJO,PAREDES GONZALES ALEX,Accesitario,PERÚ LIBRE,,,,,,,II Sesión ExtraOrd 29-10-21.xlsx
44,2290,TRABAJO,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,,,X,,,,XV Ordinaria 29 marzo 2022.xlsx
44,2619,TRABAJO,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,,,,,,,III Sesión Descentralizada 10 junio 2022.xlsx
44,3241,TRABAJO,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,,,X,,,,XIV Ordinar 1 marzo 2022.xlsx
43,3349,TRABAJO,PAREDES GONZALES ALEX,Accesitario,PERÚ LIBRE,,,,,,,2da Sesión Ord 31-08-21.xlsx
44,3454,TRABAJO,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,,,,,,,IV Sesión Descentralizada 4 julio 2022.xlsx
44,4279,TRABAJO,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,XIII Ordin,2022-02-15 00:00:00,X,,,,XIII Ordinar 15 febrero 2022.xlsx
44,4613,TRABAJO,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,,,X,,,,II Sesión Descentralizada 5 abril 2022.xlsx
44,5143,TRABAJO,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,IX Ordin,2022-01-04 00:00:00,X,,,,IX Ordinaria 4 enero 2022.xlsx
44,5469,TRABAJO,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,,,,,,,X Extraordin 18 marzo 2022.xlsx
44,5770,TRABAJO,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,VIII Extraordin,2022-02-03 00:00:00,X,,,,VIII Extraordina 3 febrero 2022.xlsx
44,5870,TRABAJO,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,,,,,,,XVIII Sesión Ordinaria 28 junio 2022.xlsx
44,6284,TRABAJO,PAREDES GONZALES ALEX,Accesitario,PERÚ LIBRE,,,,,,,4ta Sesión Ord 14-09-21.xlsx
44,6522,TRABAJO,PAREDES GONZALES ALEX,Accesitario,PERÚ LIBRE,,,,,,,I Sesión Descentralizada 16-11-21.xlsx
44,7964,TRABAJO,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,VIII Ordin,2021-12-14 00:00:00,X,,,,VIII Ordinaria 14 diciembre 2021.xlsx
44,8130,TRABAJO,PAREDES GONZALES ALEX,Accesitario,PERÚ LIBRE,,,,,,,III Sesión Extraordinaria 26 noviembre.xlsx
44,8389,TRABAJO,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,,,X,,,,XII Sesión Extraord 13 MAYO 2022.xlsx
44,8543,TRABAJO,PAREDES GONZALES ALEX,Accesitario,PERÚ LIBRE,,,,,,,IV Sesión Extraordinaria 10 diciembre.xlsx
44,8639,TRABAJO,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,,,,,,,X Ordinar 11 enero 2022.xlsx
44,9001,TRABAJO,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,,,,,,,IX Sesión Extraordin 11 marzo 2022.xlsx
44,9207,,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,,,,,,,XII Ordinar 8 febrero 2022.xlsx
44,10494,,PAREDES GONZALES ALEX,Accesitario,PERÚ LIBRE,1ra Extraord,2021-10-22 00:00:00,X,,,,I Sesión ExtraOrd 22-10-21.xlsx
43,10629,,PAREDES GONZALES ALEX,Accesitario,PERÚ LIBRE,,,,,,,3ra Sesión Ord 07-09-21.xlsx
44,10951,,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,,,,,,,XIV Extraordin 17 junio 2022.xlsx
44,11497,,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,,,X,,,,XVI Sesión Ordinaria 26 abril 2022.xlsx
44,12048,,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,,,,,,,XI Ordinar 18 enero 2022.xlsx
44,12522,,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,,,,,,,XVII Sesión Ordinaria 24 mayo 2022.xlsx
44,13856,,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,,,,,,,VI Extraordin 7 enero 2022.xlsx
44,14152,,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,,,,,,,VII Extraordin 27 enero 2022.xlsx
44,14464,,PAREDES GONZALES ALEX,Accesitario,PERÚ LIBRE,,,,,,,7ma Sesión Ord 9-11-21.xlsx
44,15195,,PAREDES GONZALES ALEX,Accesitario,BLOQUE MAGISTERIAL,,,X,,,,XI Sesión Extraord 3 MAYO 2022.xlsx
44,15225,,PAREDES GONZALES ALEX,Accesitario,PERÚ LIBRE,,,,,,,6ta Sesión Ord 5-10-21.xlsx
44,16069,,PAREDES GONZALES ALEX,Accesitario,PERÚ LIBRE,,,,,,,5ta Sesión Ord 28-09-21.xlsx
44,560,Economia,PAREDES GONZALES ALEX ANTONIO,Accesitario,Perú Libre,,,1,,,,25 Registro de Asistencia de la Vigésimo Quinta Sesión Ordinaria Comisión de Eonomía (2).xlsx
44,1435,Economia,PAREDES GONZALES ALEX ANTONIO,Accesitario,Perú Libre,,,1,,,,20 Registro de Asistencia de la la Vigésima Sesión Ordinaria Comisión de Eonomía (2).xlsx
44,2510,Economía,PAREDES GONZALES ALEX ANTONIO,Accesitario,Perú Libre,,,-,,,,07 7ma . Sesión Extraordinariadesentralizada (3).xlsx
44,3528,Economia,PAREDES GONZALES ALEX ANTONIO,Accesitario,Perú Libre,,,1,-,,,11 11ava Sesión Extraordinaaria Comisión de Eonomía (2) (1).xlsx
44,3839,Economía,PAREDES GONZALES ALEX ANTONIO,Accesitario,Perú Libre,,,1,,,,21 Registro de Asistencia de la Vigésimo Primera Sesión Ordinaria Comisión de Eonomía.xlsx
44,5715,12,PAREDES GONZALES ALEX ANTONIO,Accesitario,Perú Libre,,,1,,,,09 9 na. Sesión Extraordinaria Comisión de Eonomía.xlsx
32,5891,DESCENTRALIZACIÓN,Paredes Gonzales Alex Antonio,Accesitario,Perú Libre,,,,,,,ASISTENCIA DESCENTRALIZACIÓN 2021-2022 - Agosto 2022 .xlsx
44,7559,Economia,PAREDES GONZALES ALEX ANTONIO,Accesitario,Perú Libre,,,1,,,,24 Registro de Asistencia de la Vigésimo Cuarta Sesión Ordinaria Comisión de Eonomía (4).xlsx
32,8719,DESCENTRALIZACIÓN,Paredes Gonzales Alex Antonio,Accesitario,Perú Libre,,,,,,,ASISTENCIA DESCENTRALIZACIÓN 2021-2022 - setiembre.xlsx
44,9910,12,PAREDES GONZALES ALEX ANTONIO,Accesitario,Perú Libre,,,1,,,,19 Registro de Asistencia de la Décimo Novena Sesión Ordinaria Comisión de Eonomía (11).xlsx
44,10210,Economia,PAREDES GONZALES ALEX ANTONIO,Accesitario,Perú Libre,,,1,,,,23 Registro de Asistencia de la Vigésimo Tercera Sesión Ordinaria Comisión de Eonomía (1).xlsx
44,11651,Economía,PAREDES GONZALES ALEX ANTONIO,Accesitario,Perú Libre,,,-,,,,22 Registro de Asistencia de la Vigésimo Segunda Sesión Ordinaria Comisión de Eonomía.xlsx
15,15455,EDUCACIÓN,PAREDES GONZALES ALEX ANTONIO,Vicepresidente,Perú Libre,Elección e Instalación,17,1,,,,Sesión_Elección_Instalación.xlsx
44,15513,Economia,PAREDES GONZALES ALEX ANTONIO,Accesitario,Perú Libre,,,1,,,,26 Registro de Asistencia de la Vigésimo Sexta Sesión Ordinaria Comisión de Eonomía (1) (1).xlsx
44,15941,Economia,PAREDES GONZALES ALEX ANTONIO,Accesitario,Perú Libre,,,1,-,,,12 12 ava. Sesión Extraordinaaria Comisión de Eonomía (8).xlsx
17,775,ESPECIAL CAPITAL PERÙ,PAREDES GONZÁLES ALEX ANTONIO,Titular,Bloque Magisterial de Concertación Nacional,,,,1,,,Asistencia 5ta Sesión Ordinaria.xlsx
17,806,ESPECIAL CAPITAL PERÙ,PAREDES GONZÁLES ALEX ANTONIO,Titular,Bloque Magisterial de Concertación Nacional,,,,,,1,Asistencia Segunda Sesión Descentralizada.xlsx
17,2752,ESPECIAL CAPITAL PERÙ,PAREDES GONZÁLES ALEX ANTONIO,Titular,Bloque Magisterial de Concertación Nacional,,,1,,,,Asistencia 6ta Sesión Ordinaria.xlsx
17,2834,ESPECIAL CAPITAL PERÙ,PAREDES GONZÁLES ALEX ANTONIO,Titular,Bloque Magisterial de Concertación Nacional,,,,1,,,Asistencia 2da Sesión Ordinaria.xlsx
17,2864,ESPECIAL CAPITAL PERÙ,PAREDES GONZÁLES ALEX ANTONIO,Titular,Bloque Magisterial de Concertación Nacional,,,,,,1,Asistencia primera Sesión Extraordinaria.xlsx
17,2907,ESPECIAL CAPITAL PERÙ,PAREDES GONZÁLES ALEX ANTONIO,Titular,Bloque Magisterial de Concertación Nacional,,,,1,,,Asistencia 1ra Sesión Ordinaria.xlsx
17,5187,ESPECIAL CAPITAL PERÙ,PAREDES GONZÁLES ALEX ANTONIO,Titular,Bloque Magisterial de Concertación Nacional,,,1,,,,Asistencia primera Sesión Descentralizada.xlsx
17,8750,ESPECIAL CAPITAL PERÙ,PAREDES GONZÁLES ALEX ANTONIO,Titular,Bloque Magisterial de Concertación Nacional,,,1,,,,Asistencia 3ra Sesión Ordinaria.xlsx
17,9533,ESPECIAL CAPITAL PERÙ,PAREDES GONZÁLES ALEX ANTONIO,Titular,Bloque Magisterial de Concertación Nacional,,,,1,,,Asistencia 7ma SesiónOrdinaria.xlsx
17,12443,ESPECIAL CAPITAL PERÙ,PAREDES GONZÁLES ALEX ANTONIO,Titular,Bloque Magisterial de Concertación Nacional,,,,,,1,Asistencia segunda Sesión Extraordinaria.xlsx
17,12491,ESPECIAL CAPITAL PERÙ,PAREDES GONZÁLES ALEX ANTONIO,Titular,Bloque Magisterial de Concertación Nacional,,,1,,,,Asistencia 4ta Sesión Ordinaria.xlsx
17,13670,ESPECIAL CAPITAL PERÙ,PAREDES GONZÁLES ALEX ANTONIO,Titular,Bloque Magisterial de Concertación Nacional,,,,1,,,Asistencia 8va Sesión Ordinaria.xlsx
17,16332,ESPECIAL CAPITAL PERÙ,PAREDES GONZÁLES ALEX ANTONIO,Titular,Bloque Magisterial de Concertación Nacional,,,,1,,,Asistencia 9na Sesión Ordinariaoct .xlsx
18,222,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,1,,,,Formato Asistencia Cuarta Sesión Extraordinaria.xlsx
18,935,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,,1,,,Formato Asistencia Vigesimoprimera (Continuación) Sesión Ordinaria.xlsx
18,1304,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,1,,,,Formato Asistencia Octava Sesión Ordinaria Justicia.xlsx
18,1842,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,,1,,,Formato Asistencia Novena Sesión Ordinaria Justicia.xlsx
18,1989,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,1,,,,Formato Asistencia Séptima Sesión Ordinaria Justicia.xlsx
18,2872,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,1,,,,Formato Asistencia Decimoctava Sesión Ordinaria.xlsx
18,2944,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,1,,,,Formato Asistencia Vigesimotercera Sesión Ordinaria.xlsx
18,4062,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,,,,,Formato Asistencia Segunda Sesión Ordinaria Justicia.xlsx
18,4533,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,1,,,,Formato Asistencia Decimoseptima Sesión Ordinaria.xlsx
18,6135,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,1,,,,Formato Asistencia Decimonovena Sesión Ordinaria.xlsx
18,6362,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,1,,,,Formato Asistencia Décima Sesión Ordinaria Justicia.xlsx
18,7008,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,1,,,,Formato Asistencia Duodécima Sesión Ordinaria.xlsx
18,7069,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,1,,,,Formato Asistencia Undécima Sesión Ordinaria Justicia.xlsx
18,7806,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,1,,,,Formato Asistencia Vigesimoprimera Sesión Ordinaria.xlsx
18,8869,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,1,,,,Formato Asistencia Quinta Sesión Ordinaria Justicia.xlsx
18,9935,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,,,,,Formato Asistencia Decimocuarta Sesión Ordinaria.xlsx
18,10851,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,1,,,,Formato Asistencia Decimotercera Sesión Ordinaria.xlsx
18,11790,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,1,,,,Formato Asistencia Vigésima Sesión Ordinaria.xlsx
18,12196,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,,1,,,Formato Asistencia Sexta Sesión Ordinaria Justicia.xlsx
18,12840,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,1,,,,Formato Asistencia Decimoquinta Sesión Ordinaria.xlsx
18,13117,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,1,,,,Formato Asistencia Cuarta Sesión Ordinaria Justicia.xlsx
18,13887,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,1,,,,Formato Asistencia Tercera Sesión Ordinaria Justicia.xlsx
18,14243,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,1,,,,Formato Asistencia Primera Sesión Ordinaria.xlsx
18,14512,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,1,,,,Formato Asistencia Vigesimosegunda Sesión Ordinaria.xlsx
18,14542,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,,,1,,Formato Asistencia Tercera Sesión Extraordinaria.xlsx
18,14785,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,,,1,,Formato Asistencia Segunda Sesión Extraordinaria Justicia.xlsx
18,15301,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,1,,,,Formato Asistencia Decimosexta Sesión Ordinaria.xlsx
18,15675,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,1,,,,Formato Asistencia Undécima Sesión Ordinaria Continuación.xlsx
18,16346,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,,,1,,Formato Asistencia Quinta Sesión Extraordinaria.xlsx
18,16905,JUSTICIA,PAREDES GONZÁLES ALEX ANTONIO,Titular,Perú Libre,,,,,1,,Formato Asistencia Primera Sesión Extraordinaria Justicia.xlsx
44,462,Economía,PAREDES GONZÁLES ÁLEX ANTONIO,Accesitario,Peru Libre,,,1,-,-,-,10 Asistencia Decima Sesión Extraordinaria Economia (3) (2).xlsx
20,2584,Defensor del Pueblo,"PAREDES GONZALES, ALEX ANTONIO",Titular,Bancada Magisterial CN,,,1,,,,CR CEDP2 1SE ASIS 08.07.22 OK VCV.xlsx
15,2719,EDUCACIÓN,"PAREDES GONZALES, ALEX ANTONIO",VICEPRESIDENTE,PERÚ LIBRE,2021-08-24 00:00:00,X,,,,,ASISTENCIA SESIONES ORDINARIAS FINAL.xlsx
15,8207,EDUCACIÓN,"PAREDES GONZALES, ALEX ANTONIO",VICEPRESIDENTE,PERÚ LIBRE,2021-08-27 00:00:00,X,,,,,ASISTENCIA SESIONES EXTRAORDINARIAS FINAL.xlsx
20,8398,Defensor del Pueblo,"PAREDES GONZALES, ALEX ANTONIO",Titular,Bancada Magisterial CN,,,1,,,,CR CEDP2 2SE ASIS 03.08.22 VCV OK.xlsx
20,8665,Defensor del Pueblo,"PAREDES GONZALES, ALEX ANTONIO",Titular,Bancada Magisterial CN,,,1,,,,CR CEDP2 1SO ASIS 28.06.22 VCV OK.xlsx
20,10960,Defensor del Pueblo,"PAREDES GONZALES, ALEX ANTONIO",Titular,Bancada Magisterial CN,,,1,,,,CR CEDP2 3SO ASIS 02.08.22 VCV OK.xlsx
20,14976,Defensor del Pueblo,"PAREDES GONZALES, ALEX ANTONIO",Titular,Bancada Magisterial CN,,,1,,,,CR CEDP2 2SO ASIS 19.07.22 VCV OK.xlsx
20,15451,Defensor del Pueblo,"PAREDES GONZALES, ALEX ANTONIO",Titular,Bancada Magisterial CN,,,1,,,,CR CEDP2 3SE ASIS 05.08.22 VCV OK.xlsx
20,16619,Defensor del Pueblo,"PAREDES GONZALES, ALEX ANTONIO",Titular,Bancada Magisterial CN,,,1,,,,CR CEDP2 SI ASIS 27.06.22 VCV OK.xlsx
27,823,FISCALIZACIÓN,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú - Partido Morado,SO 009,2021-11-03 00:00:00,1,,,,SO 009 Asistencia.xlsx
27,904,FISCALIZACIÓN,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú - Partido Morado,SO 007,2021-10-20 00:00:00,1,,,,SO 007 Asistencia.xlsx
27,1313,JUSTICIA,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú-Partido Morado,,,1,,,,Formato Asistencia Octava Sesión Ordinaria Justicia.xlsx
27,1851,JUSTICIA,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú-Partido Morado,,,1,,,,Formato Asistencia Novena Sesión Ordinaria Justicia.xlsx
27,1998,JUSTICIA,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú-Partido Morado,,,,1,,,Formato Asistencia Séptima Sesión Ordinaria Justicia.xlsx
28,2211,FISCALIZACIÓN,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú - Partido Morado,SO 001,2021-08-25 00:00:00,1,,,,SO 001 Asistencia.xlsx
27,4071,JUSTICIA,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú-Partido Morado,,,,,,,Formato Asistencia Segunda Sesión Ordinaria Justicia.xlsx
27,5024,FISCALIZACIÓN,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú - Partido Morado,SO 006,2021-10-06 00:00:00,,1,,,SO 006 Asistencia.xlsx
27,6371,JUSTICIA,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú-Partido Morado,,,1,,,,Formato Asistencia Décima Sesión Ordinaria Justicia.xlsx
28,6420,FISCALIZACIÓN,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú - Partido Morado,SO 002,2021-09-01 00:00:00,1,,,,SO 002 Asistencia.xlsx
27,6897,FISCALIZACIÓN,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú - Partido Morado,SO 011,2021-11-17 00:00:00,1,,,,SO 011 Asistencia.xlsx
27,7078,JUSTICIA,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú-Partido Morado,,,1,,,,Formato Asistencia Undécima Sesión Ordinaria Justicia.xlsx
27,7644,FISCALIZACIÓN,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú - Partido Morado,SE 002,2021-12-21 00:00:00,1,,,,SE 002 Asistencia.xlsx
27,7739,FISCALIZACIÓN,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú - Partido Morado,SO 005,2021-09-29 00:00:00,1,,,,SO 005 Asistencia.xlsx
27,8878,JUSTICIA,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú-Partido Morado,,,,1,,,Formato Asistencia Quinta Sesión Ordinaria Justicia.xlsx
26,10783,FISCALIZACIÓN,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú - Partido Morado,Elecc. e Instalac.,2021-08-18 00:00:00,1,,,,SEEIMD ASISTENCIA.xlsx
28,11087,FISCALIZACIÓN,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú - Partido Morado,SO 003,2021-09-08 00:00:00,1,,,,SO 003 Asistencia.xlsx
27,12205,JUSTICIA,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú-Partido Morado,,,1,,,,Formato Asistencia Sexta Sesión Ordinaria Justicia.xlsx
27,12460,FISCALIZACIÓN,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú - Partido Morado,SO 008,2021-10-27 00:00:00,,1,,,SO 008 Asistencia.xlsx
27,13126,JUSTICIA,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú-Partido Morado,,,1,,,,Formato Asistencia Cuarta Sesión Ordinaria Justicia.xlsx
27,13346,FISCALIZACIÓN,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú - Partido Morado,SO 010,2021-11-10 00:00:00,1,,,,SO 010 Asistencia.xlsx
28,13513,FISCALIZACIÓN,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú - Partido Morado,SO 004,2021-09-15 00:00:00,1,,,,SO 004 Asistencia.xlsx
27,13639,FISCALIZACIÓN,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú - Partido Morado,SE 003,2022-01-06 00:00:00,,1,,,SE 003 Asistencia.xlsx
27,13769,FISCALIZACIÓN,PAREDES PIQUÉ SUSEL ANA MARÍA,Titular,Somos Perú - Partido Morado,SO 013,2022-01-12 00:00:00,1,,,,SO 013 Asistencia.xlsx
